	Id	KO	KO_definition
s4808	Pa_03824	K02654	leader_peptidase_(prepilin_peptidase)_/_N-methyltransferase_[EC:3.4.23.43_2.1.1.-]
s4809	Pa_03825	K03594	bacterioferritin_[EC:1.16.3.1]
s4810	Pa_03828	K02358	elongation_factor_Tu
s4811	Pa_03829	K02355	elongation_factor_G
s4812	Pa_03830	K02992	8.00E-72_small_subunit_ribosomal_protein_S7
s4813	Pa_03831	K02950	small_subunit_ribosomal_protein_S12_
s4814	Pa_03832	K07237	tRNA_2-thiouridine_synthesizing_protein_B_
s4815	Pa_03833	K07236	tRNA_2-thiouridine_synthesizing_protein_C_
s4816	Pa_03834	K07235	tRNA_2-thiouridine_synthesizing_protein_D_[EC:2.8.1.-]
s4817	Pa_03836	K03772	1.00E-72_FKBP-type_peptidyl-prolyl_cis-trans_isomerase_FkpA_[EC:5.2.1.8]
s4818	Pa_03837	K03745	SlyX_protein
s4819	Pa_03838	K03775	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_SlyD_[EC:5.2.1.8]
s4820	Pa_03839	K07070	uncharacterized_protein
s4821	Pa_03840	K11747	glutathione-regulated_potassium-efflux_system_protein_KefB_
s4822	Pa_03840	K03455	monovalent_cation:H+_antiporter-2,_CPA2_family_
s4823	Pa_03841	K11748	glutathione-regulated_potassium-efflux_system_ancillary_protein_KefG
s4824	Pa_03842	K06158	ATP-binding_cassette,_subfamily_F,_member_3
s4825	Pa_03843	K03119	taurine_dioxygenase_[EC:1.14.11.17]
s4826	Pa_03844	K15552	taurine_transport_system_permease_protein_
s4827	Pa_03844	K15554	sulfonate_transport_system_permease_protein_
s4828	Pa_03844	K02050	NitT/TauT_family_transport_system_permease_protein
s4829	Pa_03845	K10831	taurine_transport_system_ATP-binding_protein_[EC:7.6.2.7]
s4830	Pa_03846	K15551	taurine_transport_system_substrate-binding_protein_
s4831	Pa_03847	K02529	4.00E-98_LacI_family_transcriptional_regulator_
s4832	Pa_03848	K11249	cysteine/O-acetylserine_efflux_protein
s4833	Pa_03849	K07019	uncharacterized_protein
s4834	Pa_03850	K09898	uncharacterized_protein
s4835	Pa_03851	K00855	phosphoribulokinase_[EC:2.7.1.19]
s4836	Pa_03854	K10914	CRP/FNR_family_transcriptional_regulator,_cyclic_AMP_receptor_protein
s4837	Pa_03856	K00821	acetylornithine/N-succinyldiaminopimelate_aminotransferase_[EC:2.6.1.11_2.6.1.17]
s4838	Pa_03857	K01664	para-aminobenzoate_synthetase_component_II_[EC:2.6.1.85]_
s4839	Pa_03857	K01658	1.00E-94_anthranilate_synthase_component_II_[EC:4.1.3.27]
s4840	Pa_03858	K04095	cell_filamentation_protein
s4841	Pa_03861	K06141	MFS_transporter,_TsgA_protein
s4842	Pa_03862	K01485	cytosine/creatinine_deaminase_[EC:3.5.4.1_3.5.4.21]
s4843	Pa_03863	K00362	nitrite_reductase_(NADH)_large_subunit_[EC:1.7.1.15]
s4844	Pa_03864	K00363	nitrite_reductase_(NADH)_small_subunit_[EC:1.7.1.15]
s4845	Pa_03865	K02302	uroporphyrin-III_C-methyltransferase_/_precorrin-2_dehydrogenase_/_sirohydrochlorin_ferrochelatase_[EC:2.1.1.107_1.3.1.76_4.99.1.4]
s4846	Pa_03865	K02303	uroporphyrin-III_C-methyltransferase_[EC:2.1.1.107]
s4847	Pa_03865	K24866	4.00E-64_precorrin-2_dehydrogenase_[EC:1.3.1.76]
s4848	Pa_03866	K01867	tryptophanyl-tRNA_synthetase_[EC:6.1.1.2]
s4849	Pa_03869	K01091	phosphoglycolate_phosphatase_[EC:3.1.3.18]
s4850	Pa_03870	K01783	ribulose-phosphate_3-epimerase_[EC:5.1.3.1]
s4851	Pa_03871	K06223	DNA_adenine_methylase_[EC:2.1.1.72]
s4852	Pa_03872	K03112	DamX_protein
s4853	Pa_03873	K01735	3-dehydroquinate_synthase_[EC:4.2.3.4]
s4854	Pa_03874	K00891	shikimate_kinase_[EC:2.7.1.71]
s4855	Pa_03878	K12291	pilus_assembly_protein_HofP
s4856	Pa_03880	K12289	pilus_assembly_protein_HofN
s4857	Pa_03881	K12288	pilus_assembly_protein_HofM
s4858	Pa_03882	K05366	penicillin-binding_protein_1A_[EC:2.4.1.129_3.4.16.4]_
s4859	Pa_03884	K08312	ADP-ribose_diphosphatase_[EC:3.6.1.-]
s4860	Pa_03887	K20881	GMP/IMP_5'-nucleotidase_[EC:3.1.3.-]
s4861	Pa_03888	K04762	ribosome-associated_heat_shock_protein_Hsp15_
s4862	Pa_03889	K04083	molecular_chaperone_Hsp33
s4863	Pa_03890	K01610	phosphoenolpyruvate_carboxykinase_(ATP)_[EC:4.1.1.49]
s4864	Pa_03891	K07638	two-component_system,_OmpR_family,_osmolarity_sensor_histidine_kinase_EnvZ_[EC:2.7.13.3]
s4865	Pa_03892	K07659	two-component_system,_OmpR_family,_phosphate_regulon_response_regulator_OmpR_
s4866	Pa_03892	K02483	two-component_system,_OmpR_family,_response_regulator
s4867	Pa_03894	K04760	transcription_elongation_factor_GreB
s4868	Pa_03895	K06959	protein_Tex
s4869	Pa_03896	K22597	glucosylglycerate_phosphorylase_[EC:2.4.1.352]
s4870	Pa_03898	K02170	pimeloyl-[acyl-carrier_protein]_methyl_ester_esterase_[EC:3.1.1.85]
s4871	Pa_03900	K07400	Fe/S_biogenesis_protein_NfuA
s4872	Pa_03901	K00705	4-alpha-glucanotransferase_[EC:2.4.1.25]
s4873	Pa_03902	K00688	glycogen_phosphorylase_[EC:2.4.1.1]
s4874	Pa_03903	K02444	DeoR_family_transcriptional_regulator,_glycerol-3-phosphate_regulon_repressor
s4875	Pa_03904	K02441	rhomboid_protease_GlpG_[EC:3.4.21.105]
s4876	Pa_03905	K02439	thiosulfate_sulfurtransferase_[EC:2.8.1.1]
s4877	Pa_03906	K00111	glycerol-3-phosphate_dehydrogenase_[EC:1.1.5.3]
s4878	Pa_03907	K13929	malonate_decarboxylase_alpha_subunit_[EC:2.3.1.187]_
s4879	Pa_03910	K13931	1.00E-32_malonate_decarboxylase_delta_subunit_
s4880	Pa_03911	K13932	malonate_decarboxylase_beta_subunit_[EC:4.1.1.87]_
s4881	Pa_03912	K13933	malonate_decarboxylase_gamma_subunit_[EC:4.1.1.87]_
s4882	Pa_03913	K13936	malonate_transporter_and_related_proteins_
s4883	Pa_03914	K13934	phosphoribosyl-dephospho-CoA_transferase_[EC:2.7.7.66]
s4884	Pa_03915	K13935	malonate_decarboxylase_epsilon_subunit_[EC:2.3.1.39]_
s4885	Pa_03916	K13928	LysR_family_transcriptional_regulator,_malonate_utilization_transcriptional_regulator
s4886	Pa_03917	K00688	glycogen_phosphorylase_[EC:2.4.1.1]
s4887	Pa_03918	K00688	glycogen_phosphorylase_[EC:2.4.1.1]
s4888	Pa_03919	K00703	starch_synthase_[EC:2.4.1.21]
s4889	Pa_03921	K00975	glucose-1-phosphate_adenylyltransferase_[EC:2.7.7.27]
s4890	Pa_03922	K02438	glycogen_debranching_enzyme_[EC:3.2.1.196]
s4891	Pa_03922	K01214	isoamylase_[EC:3.2.1.68]
s4892	Pa_03923	K00700	1,4-alpha-glucan_branching_enzyme_[EC:2.4.1.18]
s4893	Pa_03924	K00133	aspartate-semialdehyde_dehydrogenase_[EC:1.2.1.11]
s4894	Pa_03925	K05595	multiple_antibiotic_resistance_protein
s4895	Pa_03926	K06156	Gnt-I_system_low-affinity_gluconate_transporter_
s4896	Pa_03926	K03299	gluconate:H+_symporter,_GntP_family
s4897	Pa_03927	K00851	gluconokinase_[EC:2.7.1.12]
s4898	Pa_03930	K06911	quercetin_2,3-dioxygenase_[EC:1.13.11.24]
s4899	Pa_03932	K03825	L-phenylalanine/L-methionine_N-acetyltransferase_[EC:2.3.1.53_2.3.1.-]
s4900	Pa_03933	K00681	gamma-glutamyltranspeptidase_/_glutathione_hydrolase_[EC:2.3.2.2_3.4.19.13]
s4901	Pa_03935	K01126	glycerophosphoryl_diester_phosphodiesterase_[EC:3.1.4.46]
s4902	Pa_03937	K05815	sn-glycerol_3-phosphate_transport_system_permease_protein
s4903	Pa_03938	K05814	sn-glycerol_3-phosphate_transport_system_permease_protein
s4904	Pa_03939	K05813	sn-glycerol_3-phosphate_transport_system_substrate-binding_protein
s4905	Pa_03943	K01995	branched-chain_amino_acid_transport_system_ATP-binding_protein
s4906	Pa_03944	K01998	branched-chain_amino_acid_transport_system_permease_protein
s4907	Pa_03945	K01997	branched-chain_amino_acid_transport_system_permease_protein
s4908	Pa_03946	K01999	branched-chain_amino_acid_transport_system_substrate-binding_protein
s4909	Pa_03948	K03089	RNA_polymerase_sigma-32_factor
s4910	Pa_03949	K09811	cell_division_transport_system_permease_protein
s4911	Pa_03950	K09812	cell_division_transport_system_ATP-binding_protein
s4912	Pa_03951	K03110	fused_signal_recognition_particle_receptor_
s4913	Pa_03952	K08316	16S_rRNA_(guanine966-N2)-methyltransferase_[EC:2.1.1.171]
s4914	Pa_03953	K08993	putative_membrane_protein
s4915	Pa_03957	K01534	Zn2+/Cd2+-exporting_ATPase_[EC:7.2.2.12_7.2.2.21]
s4916	Pa_03958	K04085	tRNA_2-thiouridine_synthesizing_protein_A_[EC:2.8.1.-]
s4917	Pa_03959	K09125	queuosine_precursor_transporter
s4918	Pa_03961	K03335	inosose_dehydratase_[EC:4.2.1.44]
s4919	Pa_03962	K00010	myo-inositol_2-dehydrogenase_/_D-chiro-inositol_1-dehydrogenase_[EC:1.1.1.18_1.1.1.369]
s4920	Pa_03963	K03336	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione_acylhydrolase_(decyclizing)_[EC:3.7.1.22]
s4921	Pa_03964	K03338	5-dehydro-2-deoxygluconokinase_[EC:2.7.1.92]
s4922	Pa_03966	K03337	5-deoxy-glucuronate_isomerase_[EC:5.3.1.30]
s4923	Pa_03967	K00140	malonate-semialdehyde_dehydrogenase_(acetylating)_/_methylmalonate-semialdehyde_dehydrogenase_[EC:1.2.1.18_1.2.1.27]
s4924	Pa_03968	K06606	2-keto-myo-inositol_isomerase_[EC:5.3.99.11]
s4925	Pa_03970	K11744	AI-2_transport_protein_TqsA
s4926	Pa_03971	K05799	GntR_family_transcriptional_regulator,_transcriptional_repressor_for_pyruvate_dehydrogenase_complex
s4927	Pa_03972	K01686	mannonate_dehydratase_[EC:4.2.1.8]
s4928	Pa_03973	K21090	c-di-GMP_phosphodiesterase_[EC:3.1.4.52]
s4929	Pa_03974	K03762	MFS_transporter,_MHS_family,_proline/betaine_transporter
s4930	Pa_03975	K01698	porphobilinogen_synthase_[EC:4.2.1.24]
s4931	Pa_03979	K09765	epoxyqueuosine_reductase_[EC:1.17.99.6]
s4932	Pa_03980	K08137	MFS_transporter,_SP_family,_galactose:H+_symporter
s4933	Pa_03990	K06144	universal_stress_protein_B
s4934	Pa_03991	K06149	universal_stress_protein_A
s4935	Pa_03992	K15984	16S_rRNA_(guanine1516-N2)-methyltransferase_[EC:2.1.1.242]
s4936	Pa_03993	K01414	oligopeptidase_A_[EC:3.4.24.70]
s4937	Pa_03994	K07115	23S_rRNA_(adenine2030-N6)-methyltransferase_[EC:2.1.1.266]
s4938	Pa_03995	K07052	CAAX_protease_family_protein
s4939	Pa_03996	K00784	ribonuclease_Z_[EC:3.1.26.11]
s4940	Pa_03997	K00383	glutathione_reductase_(NADPH)_[EC:1.8.1.7]
s4941	Pa_04002	K24160	sodium/hydrogen_antiporter
s4942	Pa_04006	K07646	two-component_system,_OmpR_family,_sensor_histidine_kinase_KdpD_[EC:2.7.13.3]_
s4943	Pa_04007	K01548	5.00E-35_potassium-transporting_ATPase_KdpC_subunit_
s4944	Pa_04008	K01547	potassium-transporting_ATPase_ATP-binding_subunit_[EC:7.2.2.6]_
s4945	Pa_04009	K01546	potassium-transporting_ATPase_potassium-binding_subunit
s4946	Pa_04010	K25135	cyclic_di-GMP_phosphodiesterase_[EC:3.1.4.-]
s4947	Pa_04011	K15919	glyoxylate/hydroxypyruvate_reductase_[EC:1.1.1.79_1.1.1.81]
s4948	Pa_04013	K17213	inositol_transport_system_substrate-binding_protein_
s4949	Pa_04013	K10439	ribose_transport_system_substrate-binding_protein_
s4950	Pa_04014	K03825	L-phenylalanine/L-methionine_N-acetyltransferase_[EC:2.3.1.53_2.3.1.-]
s4951	Pa_04015	K18893	ATP-binding_cassette,_subfamily_B,_multidrug_efflux_pump
s4952	Pa_04016	K09919	uncharacterized_protein
s4953	Pa_04018	K07393	glutathionyl-hydroquinone_reductase_[EC:1.8.5.7]
s4954	Pa_04019	K06999	phospholipase/carboxylesterase
s4955	Pa_04021	K06199	fluoride_exporter
s4956	Pa_04024	K23007	L-galactonate_5-dehydrogenase_[EC:1.1.1.414]
s4957	Pa_04024	K21395	TRAP-type_transport_system_periplasmic_protein_
s4958	Pa_04025	K23015	GntR_family_transcriptional_regulator,_transcriptional_activator_for_L-galactonate_catabolism_
s4959	Pa_04031	K03704	cold_shock_protein
s4960	Pa_04036	K18900	LysR_family_transcriptional_regulator,_regulator_for_bpeEF_and_oprC_
s4961	Pa_04037	K23242	manganese_efflux_pump_family_protein_
s4962	Pa_04039	K00375	GntR_family_transcriptional_regulator_/_MocR_family_aminotransferase
s4963	Pa_04041	K00116	malate_dehydrogenase_(quinone)_[EC:1.1.5.4]
s4964	Pa_04042	K01621	xylulose-5-phosphate/fructose-6-phosphate_phosphoketolase_[EC:4.1.2.9_4.1.2.22]
s4965	Pa_04043	K01621	xylulose-5-phosphate/fructose-6-phosphate_phosphoketolase_[EC:4.1.2.9_4.1.2.22]
s4966	Pa_04044	K11249	7.00E-33_cysteine/O-acetylserine_efflux_protein
s4967	Pa_04046	K00799	glutathione_S-transferase_[EC:2.5.1.18]
s4968	Pa_04047	K06998	trans-2,3-dihydro-3-hydroxyanthranilate_isomerase_[EC:5.3.3.17]
s4969	Pa_04049	K18900	LysR_family_transcriptional_regulator,_regulator_for_bpeEF_and_oprC_
s4970	Pa_04050	K07058	membrane_protein
s4971	Pa_04052	K00053	ketol-acid_reductoisomerase_[EC:1.1.1.86]
s4972	Pa_04054	K02521	LysR_family_transcriptional_regulator,_positive_regulator_for_ilvC
s4973	Pa_04055	K01754	threonine_dehydratase_[EC:4.3.1.19]
s4974	Pa_04056	K01687	dihydroxy-acid_dehydratase_[EC:4.2.1.9]
s4975	Pa_04057	K00826	branched-chain_amino_acid_aminotransferase_[EC:2.6.1.42]_
s4976	Pa_04058	K11258	acetolactate_synthase_II_small_subunit_[EC:2.2.1.6]
s4977	Pa_04059	K01652	acetolactate_synthase_I/II/III_large_subunit_[EC:2.2.1.6]
s4978	Pa_04060	K07391	magnesium_chelatase_family_protein
s4979	Pa_04061	K09897	uncharacterized_protein
s4980	Pa_04062	K23773	LysR_family_transcriptional_regulator,_flagellar_master_operon_regulator
s4981	Pa_04069	K00602	phosphoribosylaminoimidazolecarboxamide_formyltransferase_/_IMP_cyclohydrolase_[EC:2.1.2.3_3.5.4.10]
s4982	Pa_04070	K00602	5.00E-63_phosphoribosylaminoimidazolecarboxamide_formyltransferase_/_IMP_cyclohydrolase_[EC:2.1.2.3_3.5.4.10]
s4983	Pa_04071	K01945	phosphoribosylamine---glycine_ligase_[EC:6.3.4.13]
s4984	Pa_04073	K05787	DNA-binding_protein_HU-alpha
s4985	Pa_04073	K03530	DNA-binding_protein_HU-beta
s4986	Pa_04074	K09891	uncharacterized_protein
s4987	Pa_04075	K05982	deoxyribonuclease_V_[EC:3.1.21.7]
s4988	Pa_04076	K01599	uroporphyrinogen_decarboxylase_[EC:4.1.1.37]
s4989	Pa_04077	K03426	NAD+_diphosphatase_[EC:3.6.1.22]
s4990	Pa_04078	K07740	regulator_of_sigma_D
s4991	Pa_04080	K03147	phosphomethylpyrimidine_synthase_[EC:4.1.99.17]
s4992	Pa_04081	K00788	thiamine-phosphate_pyrophosphorylase_[EC:2.5.1.3]
s4993	Pa_04086	K03046	DNA-directed_RNA_polymerase_subunit_beta'_[EC:2.7.7.6]
s4994	Pa_04087	K03043	DNA-directed_RNA_polymerase_subunit_beta_[EC:2.7.7.6]
s4995	Pa_04088	K02935	large_subunit_ribosomal_protein_L7/L12_
s4996	Pa_04089	K02864	large_subunit_ribosomal_protein_L10_
s4997	Pa_04090	K02863	large_subunit_ribosomal_protein_L1_
s4998	Pa_04091	K02867	large_subunit_ribosomal_protein_L11_
s4999	Pa_04092	K02601	transcription_termination/antitermination_protein_NusG
s5000	Pa_04093	K03073	preprotein_translocase_subunit_SecE
s5001	Pa_04094	K02358	elongation_factor_Tu
s5002	Pa_04099	K00867	type_I_pantothenate_kinase_[EC:2.7.1.33]_
s5003	Pa_04100	K03524	BirA_family_transcriptional_regulator,_biotin_operon_repressor_/_biotin---[acetyl-CoA-carboxylase]_ligase_[EC:6.3.4.15]
s5004	Pa_04101	K00075	UDP-N-acetylmuramate_dehydrogenase_[EC:1.3.1.98]
s5005	Pa_04107	K00230	menaquinone-dependent_protoporphyrinogen_oxidase_[EC:1.3.5.3]
s5006	Pa_04108	K03498	trk/ktr_system_potassium_uptake_protein_
s5007	Pa_04111	K01825	3-hydroxyacyl-CoA_dehydrogenase_/_enoyl-CoA_hydratase_/_3-hydroxybutyryl-CoA_epimerase_/_enoyl-CoA_isomerase_[EC:1.1.1.35_4.2.1.17_5.1.2.3_5.3.3.8]_
s5008	Pa_04113	K00632	acetyl-CoA_acyltransferase_[EC:2.3.1.16]
s5009	Pa_04113	K00626	acetyl-CoA_C-acetyltransferase_[EC:2.3.1.9]
s5010	Pa_04114	K05368	NAD(P)H-flavin_reductase_[EC:1.5.1.41]
s5011	Pa_04115	K03182	4-hydroxy-3-polyprenylbenzoate_decarboxylase_[EC:4.1.1.98]
s5012	Pa_04116	K05995	dipeptidase_E_[EC:3.4.13.21]
s5013	Pa_04117	K05785	transcriptional_antiterminator_RfaH
s5014	Pa_04118	K03424	TatD_DNase_family_protein_[EC:3.1.21.-]_
s5015	Pa_04119	K03118	sec-independent_protein_translocase_protein_TatC_
s5016	Pa_04120	K03117	2.00E-30_sec-independent_protein_translocase_protein_TatB
s5017	Pa_04121	K03116	sec-independent_protein_translocase_protein_TatA_
s5018	Pa_04122	K03688	ubiquinone_biosynthesis_protein
s5019	Pa_04123	K03690	ubiquinone_biosynthesis_accessory_factor_UbiJ_
s5020	Pa_04124	K03183	demethylmenaquinone_methyltransferase_/_2-methoxy-6-polyprenyl-1,4-benzoquinol_methylase_[EC:2.1.1.163_2.1.1.201]
s5021	Pa_04126	K09760	DNA_recombination_protein_RmuC
s5022	Pa_04128	K00757	3.00E-54_uridine_phosphorylase_[EC:2.4.2.3]
s5023	Pa_04129	K01061	carboxymethylenebutenolidase_[EC:3.1.1.45]
s5024	Pa_04130	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine_methyltransferase_[EC:2.1.1.14]
s5025	Pa_04131	K03576	LysR_family_transcriptional_regulator,_regulator_for_metE_and_metH_
s5026	Pa_04135	K02445	MFS_transporter,_OPA_family,_glycerol-3-phosphate_transporter
s5027	Pa_04137	K01048	lysophospholipase_[EC:3.1.1.5]
s5028	Pa_04138	K05834	homoserine/homoserine_lactone_efflux_protein
s5029	Pa_04140	K05835	8.00E-79_threonine_efflux_protein
s5030	Pa_04142	K03654	ATP-dependent_DNA_helicase_RecQ_[EC:5.6.2.4]_
s5031	Pa_04143	K01058	phospholipase_A1/A2_[EC:3.1.1.32_3.1.1.4]
s5032	Pa_04145	K05786	chloramphenicol-sensitive_protein_RarD
s5033	Pa_04146	K07120	uncharacterized_protein
s5034	Pa_04147	K03284	magnesium_transporter
s5035	Pa_04148	K03657	ATP-dependent_DNA_helicase_UvrD/PcrA_[EC:5.6.2.4]_
s5036	Pa_04149	K20862	FMN_hydrolase_/_5-amino-6-(5-phospho-D-ribitylamino)uracil_phosphatase_[EC:3.1.3.102_3.1.3.104]
s5037	Pa_04150	K03733	integrase/recombinase_XerC
s5038	Pa_04151	K09921	uncharacterized_protein
s5039	Pa_04152	K01778	diaminopimelate_epimerase_[EC:5.1.1.7]
s5040	Pa_04154	K05851	adenylate_cyclase,_class_1_[EC:4.6.1.1]_
s5041	Pa_04155	K01749	hydroxymethylbilane_synthase_[EC:2.5.1.61]
s5042	Pa_04156	K01719	uroporphyrinogen-III_synthase_[EC:4.2.1.75]
s5043	Pa_04157	K02496	uroporphyrin-III_C-methyltransferase_[EC:2.1.1.107]
s5044	Pa_04158	K02498	HemY_protein
s5045	Pa_04164	K02852	UDP-N-acetyl-D-mannosaminouronate:lipid_I_N-acetyl-D-mannosaminouronosyltransferase_[EC:2.4.1.180]
s5046	Pa_04167	K12582	dTDP-N-acetylfucosamine:lipid_II_N-acetylfucosaminyltransferase_[EC:2.4.1.325]
s5047	Pa_04168	K16693	enterobacterial_common_antigen_flippase
s5048	Pa_04169	K02805	dTDP-4-amino-4,6-dideoxygalactose_transaminase_[EC:2.6.1.59]
s5049	Pa_04170	K16704	dTDP-4-amino-4,6-dideoxy-D-galactose_acyltransferase_[EC:2.3.1.210]
s5050	Pa_04171	K02472	UDP-N-acetyl-D-mannosaminuronic_acid_dehydrogenase_[EC:1.1.1.336]
s5051	Pa_04172	K01791	UDP-N-acetylglucosamine_2-epimerase_(non-hydrolysing)_[EC:5.1.3.14]
s5052	Pa_04173	K05790	lipopolysaccharide_biosynthesis_protein_WzzE
s5053	Pa_04174	K02851	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate_GlcNAc-1-phosphate_transferase_[EC:2.7.8.33_2.7.8.35]_
s5054	Pa_04175	K03628	transcription_termination_factor_Rho
s5055	Pa_04176	K03671	thioredoxin_1
s5056	Pa_04177	K03732	ATP-dependent_RNA_helicase_RhlB_[EC:3.6.4.13]_
s5057	Pa_04178	K01524	exopolyphosphatase_/_guanosine-5'-triphosphate,3'-diphosphate_pyrophosphatase_[EC:3.6.1.11_3.6.1.40]
s5058	Pa_04179	K03656	ATP-dependent_DNA_helicase_Rep_[EC:5.6.2.4]_
s5059	Pa_04179	K03657	ATP-dependent_DNA_helicase_UvrD/PcrA_[EC:5.6.2.4]_
s5060	Pa_04181	K07290	AsmA_family_protein
s5061	Pa_04182	K00874	2-dehydro-3-deoxygluconokinase_[EC:2.7.1.45]
s5062	Pa_04185	K11103	aerobic_C4-dicarboxylate_transport_protein
s5063	Pa_04186	K21023	diguanylate_cyclase_[EC:2.7.7.65]
s5064	Pa_04187	K20543	cellulose_synthase_operon_protein_C_
s5065	Pa_04189	K20541	cellulose_synthase_operon_protein_B_
s5066	Pa_04190	K00694	cellulose_synthase_(UDP-forming)_[EC:2.4.1.12]
s5067	Pa_04196	K20542	endoglucanase_[EC:3.2.1.4]
s5068	Pa_04199	K20543	cellulose_synthase_operon_protein_C_
s5069	Pa_04199	K20541	cellulose_synthase_operon_protein_B_
s5070	Pa_04200	K20541	cellulose_synthase_operon_protein_B_
s5071	Pa_04201	K00694	cellulose_synthase_(UDP-forming)_[EC:2.4.1.12]
s5072	Pa_04202	K00694	cellulose_synthase_(UDP-forming)_[EC:2.4.1.12]
s5073	Pa_04205	K12372	dipeptide_transport_system_ATP-binding_protein_
s5074	Pa_04205	K02032	peptide/nickel_transport_system_ATP-binding_protein_
s5075	Pa_04206	K12371	dipeptide_transport_system_ATP-binding_protein_
s5076	Pa_04206	K02031	peptide/nickel_transport_system_ATP-binding_protein_
s5077	Pa_04207	K12370	dipeptide_transport_system_permease_protein_
s5078	Pa_04207	K02034	peptide/nickel_transport_system_permease_protein_
s5079	Pa_04210	K12368	dipeptide_transport_system_substrate-binding_protein_
s5080	Pa_04210	K02035	peptide/nickel_transport_system_substrate-binding_protein_
s5081	Pa_04212	K12975	KDO_II_ethanolaminephosphotransferase_[EC:2.7.8.42]
s5082	Pa_04213	K04063	lipoyl-dependent_peroxiredoxin_[EC:1.11.1.28]
s5083	Pa_04214	K23775	MarR_family_transcriptional_regulator,_organic_hydroperoxide_resistance_regulator
s5084	Pa_04216	K07726	1.00E-13_putative_transcriptional_regulator
s5085	Pa_04220	K02800	mannitol_PTS_system_EIICBA_or_EIICB_component_[EC:2.7.1.197]
s5086	Pa_04221	K00009	mannitol-1-phosphate_5-dehydrogenase_[EC:1.1.1.17]
s5087	Pa_04222	K02562	mannitol_operon_repressor
s5088	Pa_04223	K14762	ribosome-associated_protein
s5089	Pa_04224	K09824	uncharacterized_protein
s5090	Pa_04226	K04564	superoxide_dismutase,_Fe-Mn_family_[EC:1.15.1.1]_
s5091	Pa_04230	K02379	FdhD_protein
s5092	Pa_04231	K08348	formate_dehydrogenase-N,_alpha_subunit_[EC:1.17.5.3]_
s5093	Pa_04232	K00124	formate_dehydrogenase_iron-sulfur_subunit
s5094	Pa_04233	K00127	formate_dehydrogenase_subunit_gamma
s5095	Pa_04234	K02380	FdhE_protein
s5096	Pa_04235	K00799	glutathione_S-transferase_[EC:2.5.1.18]
s5097	Pa_04237	K19092	toxin_ParE1/3/4
s5098	Pa_04238	K07746	antitoxin_ParD1/3/4
s5099	Pa_04240	K19048	toxic_protein_SymE
s5100	Pa_04242	K15125	filamentous_hemagglutinin
s5101	Pa_04247	K01879	glycyl-tRNA_synthetase_beta_chain_[EC:6.1.1.14]_
s5102	Pa_04248	K01878	glycyl-tRNA_synthetase_alpha_chain_[EC:6.1.1.14]_
s5103	Pa_04253	K06901	adenine/guanine/hypoxanthine_permease
s5104	Pa_04254	K06133	4'-phosphopantetheinyl_transferase_[EC:2.7.8.-]
s5105	Pa_04256	K09019	3-hydroxypropanoate_dehydrogenase_[EC:1.1.1.-]
s5106	Pa_04257	K03650	tRNA_modification_GTPase_[EC:3.6.-.-]
s5107	Pa_04258	K03217	YidC/Oxa1_family_membrane_protein_insertase_
s5108	Pa_04259	K08998	uncharacterized_protein
s5109	Pa_04260	K03536	ribonuclease_P_protein_component_[EC:3.1.26.5]_
s5110	Pa_04261	K02313	chromosomal_replication_initiator_protein
s5111	Pa_04262	K02338	DNA_polymerase_III_subunit_beta_[EC:2.7.7.7]
s5112	Pa_04263	K03629	DNA_replication_and_repair_protein_RecF
s5113	Pa_04266	K19334	biofilm_protein_TabA
s5114	Pa_04267	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil_phosphatase_[EC:3.1.3.104]
s5115	Pa_04270	K04080	molecular_chaperone_IbpA
s5116	Pa_04271	K15268	O-acetylserine/cysteine_efflux_transporter
s5117	Pa_04272	K19055	Ala-tRNA(Pro)_deacylase_[EC:3.1.1.-]
s5118	Pa_04279	K00835	valine--pyruvate_aminotransferase_[EC:2.6.1.66]
s5119	Pa_04280	K00090	glyoxylate/hydroxypyruvate/2-ketogluconate_reductase_[EC:1.1.1.79_1.1.1.81_1.1.1.215]_
s5120	Pa_04282	K00874	2-dehydro-3-deoxygluconokinase_[EC:2.7.1.45]
s5121	Pa_04284	K02525	LacI_family_transcriptional_regulator,_kdg_operon_repressor
s5122	Pa_04286	K03286	OmpA-OmpF_porin,_OOP_family
s5123	Pa_04286	K04062	6.00E-10_osmotically_inducible_lipoprotein_OsmB_
s5124	Pa_04287	K01246	DNA-3-methyladenine_glycosylase_I_[EC:3.2.2.20]
s5125	Pa_04291	K02317	5.00E-50_DNA_replication_protein_DnaT_
s5126	Pa_04292	K02315	DNA_replication_protein_DnaC
s5127	Pa_04295	K10544	D-xylose_transport_system_permease_protein_
s5128	Pa_04297	K10545	D-xylose_transport_system_ATP-binding_protein_[EC:7.5.2.10]
s5129	Pa_04300	K01805	xylose_isomerase_[EC:5.3.1.5]
s5130	Pa_04301	K00854	xylulokinase_[EC:2.7.1.17]
s5131	Pa_04303	K02039	4.00E-77_phosphate_transport_system_protein_
s5132	Pa_04304	K02036	phosphate_transport_system_ATP-binding_protein_[EC:7.3.2.1]
